strategy_00,strategy_01,strategy_02,strategy_03,strategy_04,strategy_05,strategy_06,strategy_07,strategy_08,strategy_09,strategy_10,strategy_11,strategy_12,strategy_13,strategy_14,strategy_15,strategy_16,strategy_17,strategy_18,strategy_19,strategy_20,strategy_21,strategy_22,strategy_23,strategy_24,strategy_25,strategy_26,strategy_27,strategy_28,strategy_29,strategy_30,strategy_31,strategy_32,strategy_33,strategy_34,strategy_35,strategy_36,strategy_37,strategy_38,strategy_39,strategy_40,strategy_41,strategy_42,strategy_43,strategy_44,strategy_45,strategy_46,strategy_47,strategy_48,strategy_49
-0.000108,0.068944,-0.064040,-0.068379,0.018723,-0.027145,0.001752,-0.013435,-0.004060,-0.005388,-0.075148,0.000598,0.053042,0.006343,0.002748,0.019167,-0.009752,0.060823,0.045833,-0.045960,-0.010821,-0.055551,-0.049283,-0.086194,0.071879,0.088387,-0.017742,-0.024029,0.026827,-0.028376,-0.082132,0.034326,0.027235,-0.049843,0.009132,0.009294,0.057270,-0.080524,-0.039983,-0.004645,-0.036715,0.040853,0.032837,0.006357,-0.062562,0.019555,0.001614,0.024435,-0.048512,-0.036137
0.037263,-0.001055,0.020513,-0.037556,-0.040264,0.035083,0.029344,0.017463,0.029372,-0.005653,-0.018458,0.043128,0.019303,-0.002810,-0.095406,0.030270,-0.050788,-0.032528,0.024055,-0.024008,0.015890,-0.010643,-0.018892,0.019079,-0.024343,0.012802,-0.006297,-0.091108,0.047458,-0.006473,-0.011689,-0.001741,0.009288,0.007803,0.010362,0.044808,0.028277,-0.013997,-0.046154,-0.029818,-0.027242,0.047545,0.013178,-0.087245,-0.026603,-0.005185,-0.038127,-0.076993,0.001312,0.039011
-0.029871,-0.021623,0.040637,0.035656,0.038586,0.069955,0.010874,0.045146,0.004864,0.036292,0.030411,0.045360,0.086104,0.068692,0.059764,0.003239,0.097016,0.004746,0.059909,0.070021,0.065864,0.080218,-0.003013,0.088576,0.000801,0.077027,-0.004778,0.068937,0.066498,-0.036815,0.049702,-0.035125,0.052086,0.013065,-0.044007,0.086488,-0.013508,0.024105,-0.027258,0.083796,0.040717,0.052742,-0.004658,0.090211,0.083351,0.034514,0.042031,0.060333,0.071420,0.068633
0.038615,0.049465,-0.042358,0.036699,-0.011839,-0.086912,-0.024480,-0.038435,-0.011411,0.052362,-0.032872,0.014293,-0.047410,-0.043764,-0.015516,0.042261,-0.038838,0.064243,0.031104,-0.072049,-0.058426,-0.071015,0.051279,-0.027325,-0.019171,-0.000559,-0.016144,-0.043515,0.029298,0.003910,0.010725,0.052969,-0.079575,-0.094387,-0.044245,0.027176,-0.024512,-0.016567,0.027173,0.015167,0.028112,-0.007299,0.042800,-0.037082,0.045240,-0.028456,-0.025272,-0.070074,-0.001817,0.011025
0.011692,-0.025447,-0.016690,-0.017147,-0.095630,0.003417,-0.061340,-0.131390,-0.046161,0.014365,-0.049911,-0.040567,-0.061985,-0.025521,-0.024990,-0.075791,0.025060,-0.003602,-0.038852,-0.085095,-0.039598,0.015011,0.009780,-0.117959,-0.001079,0.000689,-0.024122,-0.009709,-0.096706,-0.065570,-0.007327,-0.080544,-0.039633,0.027790,0.014222,-0.061000,-0.113575,-0.094050,-0.011886,0.062497,-0.022230,-0.007922,-0.078224,-0.055830,-0.037000,-0.012852,-0.004041,-0.040606,-0.047360,-0.088434
-0.017667,0.063264,-0.017481,-0.012599,0.015575,-0.057607,-0.010734,0.032676,0.027966,0.007540,-0.037517,0.006532,-0.002212,0.038256,-0.017007,0.026344,0.004358,0.072696,-0.035804,0.058718,0.013956,-0.031942,-0.048573,-0.001714,0.008621,-0.005170,0.015112,-0.002738,0.068309,-0.029765,0.002794,0.007740,0.008508,-0.025811,0.043771,-0.048162,0.003705,0.055923,-0.057104,0.005003,-0.037390,-0.016148,-0.008639,-0.030029,0.060223,-0.091170,0.012526,-0.008237,0.001559,-0.032954
0.005396,-0.019579,0.042302,-0.056252,-0.031164,-0.030992,-0.025844,-0.083748,-0.028867,0.013803,-0.049832,-0.004456,-0.003421,-0.096082,-0.028327,0.001451,-0.077666,-0.034467,-0.001800,-0.051320,-0.059415,-0.049516,-0.063317,-0.010833,-0.042097,0.055050,-0.021304,-0.184683,-0.003945,0.029036,0.046851,-0.087582,-0.014500,0.053753,0.009005,-0.094609,-0.043398,-0.019704,-0.034000,-0.041308,0.074029,-0.054404,-0.056765,-0.002933,-0.018926,-0.058801,-0.068238,-0.087863,-0.074589,-0.053613
0.025443,0.009675,0.063841,-0.070262,-0.103971,0.008409,-0.060719,-0.076061,0.069992,0.074877,-0.044601,-0.044093,-0.047523,-0.002985,0.044833,-0.007635,-0.003046,-0.001632,-0.018748,-0.102217,-0.007822,-0.005963,-0.038582,-0.042859,-0.000208,0.010655,0.005332,-0.018047,0.002004,0.039452,0.036675,-0.036689,0.003488,0.012630,-0.024355,0.012859,-0.023130,0.054339,-0.047140,-0.054982,-0.035093,0.016837,-0.031687,-0.036335,-0.024011,0.042638,-0.012113,-0.068415,-0.040049,-0.022091
0.048238,0.046990,-0.000854,0.103979,-0.113253,0.032473,0.037539,-0.004818,0.036882,-0.018592,0.025237,-0.027446,0.017860,0.006875,0.039304,-0.011891,-0.024215,0.032675,0.040970,0.055227,-0.041128,0.054234,0.026454,-0.037933,0.011343,-0.075530,0.082872,0.033202,-0.005207,-0.023892,0.067553,0.020280,0.044474,0.128112,0.044602,0.063034,0.164115,0.062379,-0.044998,-0.008757,-0.029773,-0.042958,-0.034434,0.067373,0.021232,0.065108,-0.049247,0.022968,0.086659,0.033312
0.035626,-0.045017,-0.005488,0.127954,-0.037483,0.026718,0.018365,0.072164,0.033915,0.036351,-0.031998,-0.042378,0.061326,0.058767,0.013934,-0.023093,-0.003537,0.004183,-0.050763,0.070995,-0.039285,-0.047641,0.032758,-0.044040,-0.032544,-0.061913,0.005529,-0.077863,-0.038869,-0.006072,0.001442,0.035586,0.003473,-0.113916,0.033147,0.038764,0.023831,-0.027510,0.039237,0.050324,0.048154,0.049941,0.029232,0.003749,0.001482,-0.022802,-0.009296,0.072933,-0.005706,0.006210
-0.037981,0.002754,0.019037,0.006547,0.069128,0.057987,0.074648,0.044777,-0.022923,-0.010179,0.007220,-0.008091,0.048135,-0.015678,0.047088,0.066151,0.014608,0.049554,0.013885,0.062694,0.040814,0.050223,0.033827,0.032334,0.021883,-0.048806,0.011995,0.017680,0.042438,-0.048056,0.069776,0.010111,0.029399,0.014366,0.101606,-0.022935,0.061812,0.029722,0.066747,0.012151,-0.021900,0.079106,0.039824,0.081221,-0.017790,-0.010294,0.051251,0.079986,-0.009465,0.078285
0.056683,0.069924,0.017598,0.046191,-0.021636,0.065688,-0.007918,0.039586,0.064510,-0.026945,0.129015,-0.016503,0.008592,0.018638,0.123686,0.050741,0.028706,0.037242,0.015328,0.042439,0.015787,0.025723,-0.011968,0.036166,0.021535,0.021929,0.048262,0.021566,0.019422,0.009173,0.030994,0.028589,-0.010936,-0.016229,0.059811,-0.009730,0.035126,-0.027712,0.062842,0.054718,0.054669,0.055407,0.091135,0.054527,0.042268,0.045665,0.040513,0.036279,0.063038,0.074195
-0.001904,-0.018411,0.004203,0.021630,0.046135,-0.032592,0.067846,-0.057210,-0.032436,0.022186,-0.024046,0.001604,-0.070073,0.015010,-0.081784,-0.054886,-0.087933,0.000256,-0.001465,-0.027012,-0.023061,0.023902,-0.088120,0.012701,0.021722,-0.065193,-0.017337,-0.083716,-0.055539,0.008082,-0.064570,-0.060880,0.035485,-0.031766,-0.012334,0.014432,-0.014138,-0.067446,-0.034748,-0.074813,0.018877,-0.026781,-0.048313,-0.057361,0.052625,0.081532,0.048032,0.030688,0.009915,0.004033
-0.040931,-0.025127,0.009138,-0.021892,-0.036444,0.041420,0.026902,0.003202,0.007491,0.020295,0.066215,-0.063482,0.023361,-0.009437,-0.001739,0.012897,0.009944,0.080388,-0.003716,0.053976,-0.030255,0.013750,0.027701,-0.018511,0.087142,0.005867,-0.079794,-0.045413,-0.080392,-0.034172,0.036604,-0.002536,0.046546,0.081931,0.090288,0.021798,-0.048342,0.004341,-0.017237,0.027417,-0.016283,-0.029786,0.057219,0.033496,-0.015992,0.076189,0.011144,0.008747,0.018282,0.004760
0.026134,0.025542,0.055833,-0.045135,-0.044002,0.028626,0.060356,0.006529,-0.027674,0.084039,0.080259,0.093089,-0.010091,0.025028,0.020737,0.055318,0.141523,0.011641,0.023673,0.048450,0.070227,0.021622,0.057292,0.024346,-0.025621,0.112137,0.044609,0.048444,-0.035261,0.022529,0.062381,0.026985,-0.013893,-0.010192,-0.014238,0.024251,0.032796,0.059366,0.073363,0.071409,0.025750,0.023927,0.024024,0.070753,0.013283,-0.028571,0.000885,0.050516,0.051089,-0.000308
-0.057669,0.005004,0.048432,-0.003162,0.020719,0.017396,-0.013050,-0.030277,-0.078587,0.009760,-0.014664,-0.014648,-0.080655,0.047880,-0.018280,-0.131532,-0.000330,-0.006668,0.027539,0.007536,-0.051061,-0.003293,-0.002801,-0.019446,0.058617,-0.043797,0.021464,-0.010180,-0.056900,-0.064198,0.024259,-0.020921,0.033357,-0.089133,-0.057371,-0.137514,-0.012111,-0.068674,-0.048781,-0.093010,0.001674,-0.053321,-0.011001,0.038201,-0.066326,-0.010791,0.009767,-0.054062,-0.030800,-0.080995
0.070587,0.061345,-0.004952,-0.002843,0.035950,-0.023570,0.028756,-0.016530,0.025918,0.085451,0.009083,0.052705,0.022104,0.015194,0.087566,0.024135,0.007768,0.010696,0.073717,0.055608,0.071994,0.079951,-0.008201,0.000143,0.015626,0.017318,0.079504,0.015661,-0.011533,0.036456,-0.068638,-0.030717,0.022612,-0.055883,-0.029438,0.048585,-0.003017,0.035396,0.028662,0.040727,-0.010100,0.032234,-0.042598,-0.009591,0.012783,0.039028,-0.011765,0.024117,-0.005586,-0.015111
-0.027285,-0.038327,0.038117,-0.034667,0.042609,-0.003601,0.006863,-0.025764,-0.003171,0.002945,0.035163,-0.012010,-0.030630,-0.109605,-0.001647,-0.029665,0.067652,0.023004,-0.021200,0.024935,-0.012322,0.067151,-0.048648,0.019854,-0.033688,0.052551,0.026335,-0.019901,-0.031224,-0.048070,-0.023087,-0.013797,0.026197,0.045793,0.031270,-0.035066,0.009052,0.007500,-0.041050,-0.014674,-0.038438,0.017609,-0.020629,-0.019390,-0.042163,-0.055887,0.005807,-0.068044,0.020015,-0.009843
-0.038221,0.052969,-0.001112,0.052269,-0.003380,-0.051749,0.006853,0.067482,0.003426,-0.008784,0.045052,-0.014046,0.021028,-0.080515,0.008992,-0.035204,-0.021169,0.019113,-0.034819,0.025511,0.097145,-0.006712,-0.035203,0.020205,-0.012875,0.051701,0.019775,0.060294,-0.043043,0.015553,0.085212,0.080141,0.037889,-0.001278,0.012137,0.112260,-0.042232,0.085840,-0.035750,0.018009,0.018010,0.032614,0.038135,0.009083,0.035957,0.041385,0.005621,0.031189,0.031718,0.006635
0.004422,0.001149,-0.006140,-0.010246,-0.041172,-0.048111,0.020116,-0.063368,0.008216,-0.022250,0.015655,-0.003229,0.030437,-0.009167,0.058085,-0.014728,-0.005373,0.040865,0.003651,-0.022861,-0.016273,0.056338,0.017500,-0.023548,0.040708,-0.042688,-0.102010,-0.068950,-0.007222,0.037852,0.016277,-0.012423,0.013649,-0.094658,-0.033822,0.018181,0.026656,-0.042556,-0.013878,-0.118162,-0.049791,-0.011829,0.048443,-0.103903,-0.025695,-0.046526,-0.015646,-0.003433,0.027150,-0.070484
-0.001807,0.042118,-0.023237,-0.033978,-0.060396,-0.054841,0.011056,0.037652,0.011049,-0.058601,0.055977,0.030233,-0.046071,0.041696,-0.016095,0.075955,-0.029767,0.062404,0.019845,-0.010539,-0.010252,-0.058608,-0.015656,0.050757,-0.007683,0.006031,-0.034368,-0.041387,-0.025723,-0.033697,-0.082551,-0.010253,0.031871,0.044265,-0.056354,-0.037716,-0.061925,-0.023048,-0.010772,0.009741,-0.003335,-0.022883,-0.091794,-0.020411,-0.072302,-0.069497,-0.020384,-0.045740,-0.086556,-0.051685
-0.039999,-0.004970,-0.019265,-0.031381,-0.009099,0.009511,0.042581,-0.006373,-0.012676,-0.033218,0.071006,-0.076804,0.041126,-0.029393,0.045864,0.006105,-0.039396,0.021536,-0.021065,0.017904,0.030658,0.022856,0.093735,0.016499,-0.020384,0.031708,0.027715,0.000655,0.017346,-0.006279,-0.019453,-0.069191,-0.009853,-0.032296,0.044040,0.070946,-0.070502,0.062351,-0.043728,0.049623,-0.035236,-0.022435,0.040150,0.036233,-0.001389,-0.007027,0.004863,0.091731,-0.039669,-0.042516
-0.002629,0.010948,0.022823,0.036676,0.002049,0.061287,-0.014414,0.018762,-0.015283,-0.057068,-0.061611,0.053110,-0.069384,0.046421,-0.034582,0.069497,-0.025202,0.008151,-0.011470,0.026771,0.016001,0.008727,-0.049319,0.006346,0.049521,0.029850,0.081993,0.015469,-0.079512,0.013209,0.042333,0.027962,0.005826,-0.022125,0.082728,0.054689,0.050715,-0.071139,0.024129,-0.042755,0.024455,-0.079132,0.042737,0.003008,0.001058,0.028417,-0.027324,-0.049338,-0.014842,0.018965
0.019191,0.067182,0.002686,0.039509,-0.026779,0.046234,-0.031008,0.052774,0.037765,0.000759,0.014376,0.011235,0.093251,-0.013689,0.058543,0.020455,0.033426,0.025492,0.024057,0.074858,0.022225,0.049440,0.046799,-0.032494,0.003853,0.052983,0.049134,0.037959,0.075479,-0.012013,0.082002,0.038271,-0.058467,0.004795,0.054244,0.050225,0.041852,-0.007722,0.037382,0.079426,0.011394,0.073255,0.040399,0.075179,0.054980,0.044580,0.053217,0.036289,0.078620,0.058624
0.053960,-0.011770,-0.021377,0.001748,-0.012571,0.016748,-0.007058,-0.040705,-0.076590,-0.015084,-0.034266,0.037133,0.030833,-0.027743,0.016903,-0.038400,-0.040936,0.019334,0.030909,0.010192,-0.005207,0.011193,0.012035,-0.050951,-0.018772,0.044850,-0.015167,0.001400,-0.031425,-0.017232,-0.016640,0.022088,-0.016051,0.052854,-0.005382,0.032610,-0.018226,0.022259,0.066642,-0.054182,0.020153,-0.034267,-0.004820,-0.069019,-0.012534,0.048420,-0.037785,0.001581,0.033853,0.080384
0.015415,0.028113,-0.056397,-0.029157,0.036313,0.037617,-0.026341,-0.002365,0.060105,0.021119,0.020250,0.072934,-0.037307,-0.031301,-0.048412,-0.078482,-0.006135,-0.050783,0.090704,-0.038032,0.022397,-0.021715,-0.039110,0.008483,-0.021083,-0.045412,-0.053907,0.053958,0.007935,0.013958,0.048650,0.020909,0.076925,-0.060803,0.044840,-0.011650,0.049829,-0.015967,-0.042291,0.001484,0.033364,0.007436,-0.057801,0.058086,-0.044562,-0.024461,0.004569,-0.026168,-0.028133,0.037553
-0.061851,0.005113,-0.027057,0.009707,-0.009787,-0.003108,-0.002908,0.018565,-0.063840,-0.029393,0.004049,0.036319,-0.041765,-0.015484,-0.014265,0.029602,-0.022574,-0.058917,0.032126,-0.054405,-0.016173,-0.006860,-0.040083,0.065608,-0.002683,-0.009246,0.011508,-0.075832,-0.004678,0.051829,0.012693,-0.069583,-0.004974,-0.017483,-0.078310,-0.019544,-0.067309,-0.066362,-0.020525,-0.024569,-0.004903,-0.029283,0.034514,0.004645,-0.053051,-0.021950,-0.051434,-0.042735,0.019484,-0.010405
-0.018498,-0.051894,0.002335,0.037209,0.010127,0.029720,0.054224,-0.039650,-0.012031,-0.033887,-0.038906,0.022443,0.047560,0.003403,-0.070936,0.015379,-0.054753,0.069670,-0.022731,0.034725,0.012041,0.054849,0.077997,-0.021790,-0.038091,0.017579,0.015798,-0.034640,-0.018715,0.002875,0.023192,-0.040665,-0.007308,0.066511,-0.079129,-0.037344,-0.038282,-0.052745,-0.046426,0.000827,-0.028586,0.006112,0.010987,0.023993,0.025908,0.014186,0.008612,0.041192,-0.019842,-0.060415
0.075529,0.023815,-0.037961,0.009812,-0.070878,0.041978,-0.062430,0.009082,0.076435,0.030233,0.057735,0.012370,0.025882,0.033189,0.078737,0.058140,0.055977,-0.017701,0.061197,0.043264,-0.072455,0.138542,0.037917,-0.017796,-0.012479,0.040363,0.031278,0.097738,0.031577,-0.023087,0.074514,0.094872,-0.018632,0.032319,0.020433,0.001343,0.002070,0.064842,0.017073,0.102159,-0.047162,-0.029792,0.061294,0.100059,0.092661,0.045276,-0.019450,0.020218,0.007672,0.072661
-0.019821,-0.047537,-0.029528,-0.062324,0.001463,0.015926,-0.061915,-0.000944,0.001379,0.036398,-0.051928,0.032521,-0.102337,0.030594,0.016757,-0.086829,0.053211,-0.033400,0.006956,-0.000718,0.018941,-0.004266,-0.031360,-0.020599,-0.075307,0.054046,-0.010524,0.039592,0.019409,-0.072523,0.010434,0.063770,-0.002974,-0.010058,0.007326,0.053329,0.043668,-0.031581,-0.028309,-0.085046,-0.009043,-0.073514,0.031605,-0.119515,0.041767,-0.002512,0.015968,0.008169,-0.085936,0.021655
0.033829,-0.002986,0.017886,-0.030321,-0.069888,0.036894,0.011596,0.052337,0.033177,0.064557,0.074986,0.040989,0.085591,0.094020,0.096264,-0.006899,0.010229,0.016753,-0.002207,0.039419,0.012774,0.011547,-0.009076,-0.015243,-0.060359,0.013021,-0.004667,0.047849,0.031386,-0.012104,0.031419,-0.017023,0.057421,-0.032956,0.025710,0.036493,0.077266,0.014086,0.054299,0.000747,-0.044928,-0.008569,-0.015750,0.047002,0.013453,-0.055536,-0.014309,0.036507,-0.042018,-0.024161
-0.025285,-0.007597,0.022777,0.005201,-0.125083,0.029215,-0.039510,-0.054342,0.042640,0.069425,-0.009438,-0.106671,0.008320,0.009773,-0.006801,-0.016559,-0.052105,-0.046915,-0.067134,-0.063388,0.036124,-0.029000,-0.014878,0.002616,0.055466,-0.022507,-0.013157,0.018689,-0.024374,-0.025621,-0.045640,0.031088,-0.079904,-0.009043,-0.025389,-0.037307,-0.033356,-0.045127,-0.015697,-0.025672,0.016311,-0.012231,-0.020215,0.074413,-0.030679,-0.005583,-0.006631,-0.074272,0.015293,-0.082469
0.035352,0.032641,0.013412,0.078196,-0.009678,0.078340,-0.030915,0.091084,0.098632,0.043389,0.058165,0.017342,0.028816,0.042941,0.083564,0.038138,0.022501,0.072426,0.001370,0.039704,0.022205,0.103244,0.057662,0.101779,0.014774,-0.026703,0.068707,0.084478,0.032025,0.058434,-0.031866,0.018924,-0.040258,-0.042422,0.033649,0.030873,0.037381,-0.007434,0.026120,0.000284,0.027565,0.092773,0.002669,0.035504,0.087341,0.016839,-0.045198,0.035645,0.014600,0.056677
0.013145,-0.043806,-0.002370,0.004498,0.035238,-0.069374,-0.010981,-0.027380,-0.104441,0.022165,-0.063903,-0.023921,0.030950,-0.027180,0.007673,0.035034,-0.089195,-0.005259,-0.109843,-0.114073,-0.003765,-0.108308,-0.115802,-0.013969,-0.124010,-0.046961,-0.107511,-0.046753,-0.064917,0.003161,-0.008502,-0.115819,-0.024678,0.004531,-0.026773,-0.068414,-0.062934,-0.082663,-0.071905,-0.095613,-0.041646,-0.064232,-0.046913,-0.018333,-0.027140,-0.016270,0.009803,-0.067600,0.006444,-0.088666
0.022475,0.037033,0.012100,0.019596,-0.010505,-0.002242,-0.026265,0.021675,0.036973,0.013574,-0.038522,-0.036977,0.062549,0.039953,0.024144,0.004663,-0.028029,-0.009536,0.013186,0.096334,-0.051973,-0.033539,0.008331,-0.025270,0.063146,-0.043794,-0.028465,0.006674,0.040534,-0.037636,-0.043282,0.005828,-0.001813,0.025828,-0.037843,0.045414,-0.009990,-0.034453,-0.023138,0.056172,-0.032817,0.049461,-0.007243,0.044421,-0.010545,0.010306,-0.035582,-0.025992,-0.044016,0.035437
0.052934,0.032964,0.000841,-0.017058,-0.016612,0.041270,0.046156,-0.018363,0.026869,-0.054451,-0.003204,-0.035895,-0.028638,-0.003764,0.036515,0.040624,0.004554,-0.019312,0.027855,0.005519,0.023778,0.001852,0.014377,0.062236,0.008160,0.026451,0.003101,-0.021114,0.015778,-0.049988,-0.041385,0.027621,0.112772,0.009755,0.025549,0.033244,-0.026695,0.050294,0.030351,0.000950,0.009342,0.066419,0.019018,-0.045927,0.021846,0.050742,0.012381,-0.004170,0.055740,0.027912
0.015091,-0.000302,-0.039643,-0.043794,-0.045770,0.056781,0.058517,0.028552,-0.014655,-0.045307,0.023891,0.064576,0.008422,-0.088809,-0.029317,-0.016603,-0.040457,0.016900,0.028836,-0.010415,0.051730,-0.021356,-0.116670,-0.015517,-0.010524,-0.055882,0.000648,-0.031375,-0.112348,0.025683,-0.055538,-0.025047,0.036031,-0.032681,0.011560,-0.011159,0.014689,0.064594,-0.031234,0.058573,0.035694,0.039615,-0.038810,-0.049223,0.079213,-0.029753,-0.038418,0.020272,-0.022925,-0.038447
0.043731,-0.047963,-0.038209,0.006765,0.030980,0.042675,-0.001084,-0.052981,0.033644,-0.031883,-0.033161,0.046136,-0.085538,-0.003322,0.002540,0.034858,-0.067496,0.030783,-0.043822,-0.086868,-0.108743,-0.039660,-0.011683,-0.062551,-0.039832,0.011044,0.077759,-0.021974,0.019654,0.076388,-0.011462,-0.020543,0.022841,-0.097462,0.010352,0.013943,0.024086,0.010527,-0.010032,-0.020101,0.029672,0.015961,0.010964,-0.052843,-0.034306,0.014128,0.008592,-0.040088,-0.030134,-0.062925
-0.056455,0.003213,0.000629,-0.007873,-0.048689,-0.002168,-0.014880,-0.024613,-0.049649,-0.020585,-0.029565,-0.078874,0.003720,0.005966,0.016765,0.010146,0.042005,0.038228,-0.032383,0.009239,0.024989,0.002882,0.034311,0.016547,0.059217,-0.051778,0.033186,0.036929,0.013960,0.021299,0.025117,-0.030083,0.016487,0.048020,0.094403,0.015376,-0.017783,-0.009348,-0.011738,0.030927,0.047590,-0.015010,0.052344,0.019141,0.060369,0.000346,0.031801,-0.108254,0.010624,0.023200
0.007347,0.035121,-0.011949,0.007289,-0.045079,-0.013390,0.027558,0.005946,0.078027,0.058401,0.001178,-0.035665,0.009280,0.016276,0.013655,-0.024457,0.008451,-0.030925,0.020914,0.020892,0.004078,0.024534,-0.040107,0.020026,0.012110,0.022694,0.009735,-0.005826,0.036438,-0.048135,0.007047,-0.067798,-0.071566,-0.102035,-0.012925,-0.001381,-0.005413,-0.026035,0.011928,-0.043694,-0.082145,-0.082185,0.063624,0.006403,-0.047647,-0.004474,0.009212,-0.032483,0.024452,-0.072163
-0.059804,-0.049981,-0.039328,-0.020752,0.025038,-0.045683,-0.059393,-0.021708,0.061928,-0.022022,0.017243,0.016843,0.012088,0.071262,0.021110,0.033443,-0.060803,0.008242,0.038701,-0.033359,0.051197,0.016679,0.006758,-0.041573,0.061630,0.002375,0.006297,0.058959,0.006620,-0.003422,-0.028128,0.010945,-0.020039,-0.054784,0.046128,-0.036724,-0.000868,0.016107,0.004863,0.059259,0.014902,0.001709,0.030971,0.065778,-0.023194,-0.049610,-0.077239,0.044922,0.087792,0.069569
0.061529,0.019680,0.067765,0.026019,-0.000110,0.075574,-0.015821,0.065126,0.029994,-0.064277,0.015523,-0.024047,-0.057386,0.004047,-0.030132,0.016333,-0.018123,0.047831,-0.041422,0.000754,-0.006857,0.041351,-0.072450,0.031596,0.009204,0.002094,0.002743,-0.004007,0.037642,0.016491,0.014503,-0.035139,0.024044,-0.091775,-0.030434,-0.004964,-0.019548,0.006332,0.059665,0.046931,0.002577,-0.019512,-0.024136,0.005052,-0.031255,0.039322,0.014698,-0.003622,-0.009182,0.037525
0.005154,0.021567,0.045795,0.040122,0.069458,-0.009151,0.044944,0.051201,0.023531,0.049328,-0.031356,0.023516,0.007381,0.035795,0.063167,0.040499,0.015969,0.058846,0.001592,0.092073,0.075300,0.091649,0.005810,0.040295,0.000453,0.064527,0.031230,0.044294,0.088359,0.049819,0.084478,0.062482,0.011571,0.066104,0.031434,-0.106651,0.025080,0.031510,0.023253,0.061289,0.048618,0.020381,-0.026078,0.011271,-0.019704,0.048281,0.018801,0.092792,0.018934,0.067389
0.002029,-0.025100,-0.057500,-0.003856,0.024290,-0.018733,0.041757,0.013433,-0.028902,0.026057,0.095184,0.052216,0.031294,-0.028427,0.031173,0.000368,-0.054875,-0.003291,-0.035576,-0.016450,0.012388,0.037134,0.014479,-0.045015,0.022718,0.036721,0.001033,-0.031680,-0.003953,0.007735,0.028718,-0.023296,0.002843,0.035960,-0.023193,-0.051051,-0.058323,0.053028,-0.011815,-0.024119,0.001562,0.053220,-0.005517,0.041447,-0.029951,-0.025680,0.107107,0.012377,-0.019669,0.030678
-0.003852,-0.025893,0.120718,0.057970,-0.056625,0.012402,0.019193,0.055925,-0.036265,-0.013457,-0.000437,-0.012945,0.039334,-0.026843,-0.031991,-0.023482,-0.030988,-0.051038,-0.021850,-0.026464,0.027606,0.010648,0.075376,-0.064856,-0.030665,-0.034246,-0.035615,-0.013698,0.007580,-0.019504,0.036592,-0.009721,-0.033398,-0.004617,-0.002811,0.026001,-0.007375,-0.087858,-0.037736,0.047445,-0.045776,-0.010576,0.033295,0.030841,0.045020,-0.025092,-0.004043,-0.028958,0.040435,0.034930
-0.040055,0.039803,0.077077,-0.050742,-0.025788,0.051281,-0.002921,0.026668,-0.037812,-0.070626,0.031917,0.016993,-0.029180,0.059958,-0.000929,0.010088,0.029789,0.019329,-0.014604,-0.000568,-0.030068,-0.043947,0.051290,0.034989,-0.057624,0.090798,-0.053573,0.039328,0.015486,-0.001427,0.019413,-0.051501,0.030401,-0.026134,0.111455,-0.070546,-0.021129,0.028941,-0.064453,-0.041790,-0.101942,0.021771,-0.042719,-0.020807,0.017422,-0.008767,0.000655,0.041229,-0.060096,0.113270
-0.025307,-0.000135,-0.060094,-0.067387,0.031751,-0.027887,0.085540,-0.028675,-0.038589,-0.022711,-0.011406,-0.048942,-0.043063,-0.016317,0.042440,0.023281,-0.017385,-0.038790,-0.046449,-0.012962,-0.032726,0.009468,0.039481,0.091548,0.032814,-0.031690,-0.032649,0.039754,0.021714,-0.023038,-0.023888,-0.016713,-0.068897,0.001936,0.009977,-0.044319,0.059705,-0.058682,-0.035457,-0.008337,0.027880,-0.010620,0.006366,-0.009921,-0.015607,-0.056159,-0.003409,0.003114,-0.005348,-0.041947
0.024074,0.094650,-0.079470,-0.016930,0.020776,-0.005893,0.026231,-0.112923,-0.058237,0.023989,-0.016219,-0.002428,0.028219,-0.029624,-0.056099,-0.056023,-0.064771,-0.036223,-0.013786,0.025812,0.016583,0.019461,-0.075762,-0.026385,0.066006,-0.020061,-0.018227,-0.039821,-0.030774,0.005637,0.029481,-0.031618,-0.068836,0.008011,-0.064298,0.026694,-0.007040,0.014949,-0.035332,-0.056326,-0.066216,0.009915,0.047602,-0.010042,-0.091600,-0.001597,-0.054145,-0.015251,-0.032037,-0.046698
0.032714,0.001140,-0.025580,-0.015713,-0.096704,0.022942,0.014908,0.010705,0.004029,-0.043239,-0.028725,-0.010958,0.045958,-0.061418,-0.020206,-0.114812,-0.015212,0.005108,-0.029596,0.010804,0.056310,-0.006323,-0.100743,-0.005771,-0.014826,-0.070653,-0.072365,-0.030648,-0.018118,-0.044957,-0.041070,0.015537,0.099121,0.045495,0.038438,0.012941,0.022988,0.001806,0.023568,-0.091616,-0.085392,-0.013314,-0.079351,-0.041088,0.002439,0.035271,-0.024155,-0.022602,-0.062418,0.006349
0.006374,0.075861,0.030797,0.016930,0.012956,0.066443,0.092197,0.019141,0.003162,-0.015013,-0.012754,0.045557,-0.030802,0.048506,0.064949,0.054083,0.007350,-0.003015,0.020901,0.033797,0.019271,0.053918,-0.004278,0.005617,0.074738,0.038286,-0.069495,-0.031397,0.036912,0.032661,0.045409,-0.039980,-0.014165,0.038315,-0.021910,-0.004704,-0.077371,0.100829,0.066284,0.049999,-0.053483,0.015578,0.011676,0.027705,-0.003510,0.026259,-0.021457,0.030412,-0.018761,0.159444
